구별,구분명,시설명,,,,,,,,,,,
송파구,거주(유형별＊중증＊영유아)시설,새생명의집,,,,,,,,,,,
송파구,거주(유형별＊중증＊영유아)시설,생수의 집,,,,,,,,,,,
송파구,거주(유형별＊중증＊영유아)시설,생수의집,,,,,,,,,,,
송파구,재활체육시설,서울곰두리체육센터,,,,,,,,,,,
송파구,재활체육시설,서울곰두리체육센터,,,,,,,,,,,
송파구,복지관,서울시각장애인복지관,,,,,,,,,,,
송파구,수화통역센터,송파구수화통역센터,,,,,,,,,,,
송파구,복지관,송파인성장애인복지관,,,,,,,,,,,
송파구,주간보호시설,송파주간보호,,,,,,,,,,,
송파구,재활체육시설,시각장애인축구장,,,,,,,,,,,
송파구,거주(유형별＊중증＊영유아)시설,신아재활원,,,,,,,,,,,
송파구,거주(유형별＊중증＊영유아)시설,신아재활원,,,,,,,,,,,
송파구,단기보호시설,위투게더,,,,,,,,,,,
송파구,복지관,인성장애인복지관,,,,,,,,,,,
송파구,거주(유형별＊중증＊영유아)시설,임마누엘집,,,,,,,,,,,
송파구,주간보호시설,참사랑,,,,,,,,,,,
송파구,주간보호시설,참사랑주간보호,,,,,,,,,,,
송파구,주간보호시설,행복,,,,,,,,,,,
송파구,단기보호시설,행복을나누는사람들,,,,,,,,,,,
송파구,주간보호시설,행복한사랑,,,,,,,,,,,
양천구,거주(유형별＊중증＊영유아)시설,누림홈,,,,,,,,,,,
양천구,거주(유형별＊중증＊영유아)시설,누림홈(구 석암재활원),,,,,,,,,,,
 시내버스 : 영등포역 - 당산역 대명포구방면 60-3번 대곶사거리 하차 ,,,,,,,,,,,,,
" 시내버스 : 송정역 1번출구 대명포구방면  60-2번 대곶사거리 하차 """"",,,,,,,,,,,,,
양천구,단기보호시설,맑은샘 장애인단기거주시설,,,,,,,,,,,
양천구,주간보호시설,맑은샘 주간보호,,,,,,,,,,,
양천구,주간보호시설,베다니,,,,,,,,,,,
양천구,주간보호시설,베다니주간보호터,,,,,,,,,,,
양천구,주간보호시설,신목,,,,,,,,,,,
양천구,주간보호시설,신목장애인주간보호시설,,,,,,,,,,,
양천구,복지관,양천구립장애인복지관,,,,,,,,,,,
양천구,수화통역센터,양천구수화통역센터,,,,,,,,,,,
양천구,복지관,양천장애인복지관,,,,,,,,,,,
양천구,주간보호시설,하은,,,,,,,,,,,
양천구,주간보호시설,하은장애인주간보호시설,,,,,,,,,,,
양천구,주간보호시설,한빛,,,,,,,,,,,
양천구,주간보호시설,한빛장애인주간보호시설,,,,,,,,,,,
양천구,거주(유형별＊중증＊영유아)시설,해맑은 마음터,,,,,,,,,,,
양천구,거주(유형별＊중증＊영유아)시설,해맑은 마음터(구 석암베데스타 아동시설),,,,,,,,,,,
" 도보 10분거리""""",,,,,,,,,,,,,
양천구,거주(유형별＊중증＊영유아)시설,향유의 집(구 석암베데스다요양원),,,,,,,,,,,
영등포구,주간보호시설,모랫말꿈터,,,,,,,,,,,
영등포구,주간보호시설,새생명장애인,,,,,,,,,,,
영등포구,복지관,서울시립영등포장애인복지관,,,,,,,,,,,
영등포구,주간보호시설,성락,,,,,,,,,,,
영등포구,거주(유형별＊중증＊영유아)시설,송천한마음의집,,,,,,,,,,,
영등포구,수화통역센터,영등포수화통역센터,,,,,,,,,,,
영등포구,주간보호시설,영등포주간보호센터,,,,,,,,,,,
영등포구,거주(유형별＊중증＊영유아)시설,한사랑마을,,,,,,,,,,,
영등포구,거주(유형별＊중증＊영유아)시설,한사랑장애영아원,,,,,,,,,,,
용산구,주간보호시설,농아노인지원센터,,,,,,,,,,,
용산구,거주(유형별＊중증＊영유아)시설,영락애니아의 집,,,,,,,,,,,
용산구,거주(유형별＊중증＊영유아)시설,영락애니아의 집,,,,,,,,,,,
용산구,수화통역센터,용산구 수화통역센터,,,,,,,,,,,
용산구,주간보호시설,용산구립,,,,,,,,,,,
용산구,주간보호시설,용산구립 장애인주간보호,,,,,,,,,,,
용산구,복지관,용산장애인복지관,,,,,,,,,,,
용산구,주간보호시설,한벗,,,,,,,,,,,
용산구,주간보호시설,햇빛자리,,,,,,,,,,,
용산구,주간보호시설,햇빛자리,,,,,,,,,,,
은평구,주간보호시설,기원,,,,,,,,,,,
은평구,주간보호시설,기원(장애인)주간보호센터,,,,,,,,,,,
은평구,주간보호시설,꿈친,,,,,,,,,,,
은평구,주간보호시설,바오로 주간보호,,,,,,,,,,,
은평구,주간보호시설,바오로교실 주간보호 시설,,,,,,,,,,,
은평구,단기보호시설,불광작은예수의집,,,,,,,,,,,
은평구,주간보호시설,사랑의 집,,,,,,,,,,,
은평구,복지관,서부장애인복지관,,,,,,,,,,,
은평구,복지관,서부장애인종합복지관,,,,,,,,,,,
은평구,주간보호시설,서부장애인종합복지관,,,,,,,,,,,
은평구,재활체육시설,서부재활체육센터,,,,,,,,,,,
은평구,의료재활시설,서울재활병원,,,,,,,,,,,
은평구,의료재활시설,서울재활병원,,,,,,,,,,,
은평구,거주(유형별＊중증＊영유아)시설,시립평화로운집,,,,,,,,,,,
은평구,주간보호시설,위드주간보호센터,,,,,,,,,,,
은평구,수화통역센터,은평구수화통역센터,,,,,,,,,,,
은평구,거주(유형별＊중증＊영유아)시설,은평기쁨의집,,,,,,,,,,,
은평구,거주(유형별＊중증＊영유아)시설,은평재활원,,,,,,,,,,,
은평구,단기보호시설,포도원복지센터,,,,,,,,,,,
은평구,주간보호시설,한마음 주간보호(은평),,,,,,,,,,,
은평구,주간보호시설,한마음주간보호센터(은평),,,,,,,,,,,
